Dokuman_Numarasi,Tweet_Metni,Gercek_Duygu_Sinifi,Gercek_Urunhiz_Sinifi
D29653,dün ettiğim yerden arayıp yemek sepetinden güzel yorum yapabilir çok ihtiyacımız dediler ağlayarak yemek sepetine yorum yazmak varmış kaderde,2,0
D29654,minho konserde etmedi sormuş çocuğun aklı fikri yemek ben,2,2
D29655,yapacak çocuklar gün restaurantlardan edip kaldırımda yiyecek sokağa çıkıp ip atlayacak,2,2
D29656,avm önlem alınıyor yemek katında 1 adet sandalye bırakmıyorlar önlem alınıyor yemek katında sırada bekleyip ayakta yemek yiyorsunuz çok canın çektiyse sipariş ver git ailecek ayakta yemek yemek nedir,0,2
D29657,kurmaca dizi film yemek sepetinden suşi sipariş etmişiz lahmacun gelmiş telefona sarılıp müşteri temsilcisine bağırıp çağırıyoruz sipariş değil sakin sakin eleştirebilme kabiliyetimiz olsa sorun olmayacak,2,2
D29658,arkadaşım etsek paramız lan köpeeek kskakak,2,2
D29659,minho konuşurken anda durup staylere etmediniz demesi devam et minho çok vur,2,2
D29665,canlı kılsız parlak pasif instagramda show devam instagram ankypasf18 yaşamkent kurye get,2,0
D29666,yemek alim yorumları okumaktan sipariş edemedim aq,2,2
D29667,tüm üyeler düşüncelerini kalbinden geçenleri söylerken minho etmedi oruyor,2,2
D29668,yemek yapmadı hazır sipariş,2,2
D29670,yüzden sevildiğim minnettar hissediyorum eden stay olmadığını fark ettim stayler yemeklerini gösterir oh buradaymış yanlış anlamışım haha sipariş etmedi sanmıştım,2,2
D29671,"durumunuz müsaitse lokantalardan edin aşçısı garsonu çiftçisi işçisi patronu derken yuzbinlerce insan geçiniyor isten
covıd19 haftasonu koronavirus sokagacikma sokağacıkmayasağı sokağacıkmakısıtlaması sokağacıkmayasağı",1,0
D29672,pismemis secenegi yok kardesim vampirler artik yemek sepetinden siparis versin gelen kuryeyi yer gerci,0,1
D29673,bugün 5 gün çarşambadan beri şoktaki sipariş getiren adamlarla köpeklere yemek vermeye çıkınca komşuyla konuştum kargo gelecek yarın adet gelse insan yüzü görsem,2,2
D29674,tam aglıcam bırısı yemek sıparıs etmıs off,2,2
D29675,küçük restoranım açığım cumartesi gecesi akşam almadımkonumta dolaşırsanız büyük kurumsal restoranların arabalı servisleri devasa 30-40 araba sırası paranı insanların olduğu yere koy esnafı destekleyin,2,2
D29676,kuryesi verdiğim çocuğun sevgilisi olması şoku,2,2
D29677,bugün 1 paket sigara içme bugün 1 etme  bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29678,dr chp vekiller sabah akşam halk aç duyarı kasıyorlar chp belediyelerde işçilerin işine son verir son model arabal,2,2
D29679,sırf sigara yemek sepetinden sipariş vereceğim şimdi,2,2
D29680,çok seri yemek önerisi alalım sipariş etsem dakikate terörist öneri kabul edilecektir,1,2
D29681,ben evlendiğimde aşkım canım hamburger çektiiiiğğğ dediğim an hamburgerimin sipariş edilmesini istiyorum gün yemek yapmadım dışarıdan söyleyelim dediğimde tamam hayatım olur diyen eş napiyim yetiştim,1,2
D29682,yemek sepetinin iyice cılkı çıktı bilmem farkındamısınız kafasına göre sipariş iptal eden firmalar bayat yiyecek gönderen firmalar postalere dönüş yapılmıyor callcentera bağlanılmıyor gayret bağlandık diyelim cevap verilmiyor,0,1
D29683,aklımdayken yazayım istedim şimdi dışarıdan ettiniz geldi afiyetle yediniz toplarken poşete artıkları kağını kabaca koydunuz hoop büyük çöpe hayatım rahatlığı yapamadım nedeni poşete neler sığardı,1,0
D29684,yeni hobim yemek sepetini açıp restoranları listeleyip menülerine bakıp aşerip sipariş vermek,1,1
D29685,chp vekiller sabah akşam halk aç duyarı kasıyorlar chp belediyelerde işçilerin işine son verir son model arabalar sipariş ederler yetmez yolsuzluk yaparlar israfa son verdik derler 6400lira kişi bası yemek parası verirler,2,2
D29686,evde tek başına oturup siparis ettiğin yemeği youtube izlemeden oynattığın video eşliğinde tek başına yemek mikkkemmel aktivite  ,2,2
D29687,yemek sipariş edemiyoruz çok mutsuzum,0,2
D29688,sen oku prof ol önüne kırmızı halı sersin el pençe divan dursun eve gelince çocuk bak çöp at gerektiğinde bulaşık yıka et hayatın acı gerçekleri hocam ,2,2
D29689,ındirin tanimlayin zaman deyin hocam yaptim onunlada sipariş verdim yemek yedim,0,2
D29691,tam yemek siparis etmeyi planliyordum dakikalerde aciktigimda videoyu izlerim istahim kacar,0,2
D29692,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29693,31 yaşındaki abimin annemden yemek istediğim zaman bırak yapma yapsın diyip acıkınca anneme menü sipariş etmesi utanacağını bilsem yüzüne tükürürdüm  ,2,2
D29694,karantina sipariş veriyor yemek yapamıyorsunuz yağ soğan salça üçlüsüne flash bellek atsan yemek olur amk,1,2
D29696,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29697,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29698,internetin yavaşlığından yemek sepetinden edemedim,0,0
D29699,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29701,dakika 8 oldu kola krizim tutar mecbur etcez kola içmek için,2,1
D29702,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29703,eve istediğim zaman yemek söyleyebilmeye bayılıyorum yemeksepeti 7 24 sipariş verebilmek inanılmaz harika olay,1,0
D29705,inceden acıkmaya başladım iyi olmadı şimdi durduk yere yemek yapsam sipariş versem yesem düşüncesine düşücem ,2,2
D29706,zaman yemek sepeti gt sipariş,2,2
D29707,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29708,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29709,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29710,sürekli yemek siparis verdipim yer kurye alıstık az merhabaaa giris yaptı,1,0
D29711,"yemek siparişi verdim hayat ciddi sınavdan geçiriyor bilemedim sipariş peşin ödeme gelmediği muhattab bulamıyoruz
",0,0
D29712,75 dakikadır sipariş bekle gelen yemekdonmuşgibi olsun domino almam,0,1
D29713,şey olmayacak olması imkansız devlet imkansızlığı kabul etse insanlar birbirine destek olacak lütfen yemek siparişi verirken aracı kurumlar restoranın sipariş verin sodekso imkanınız varsa kart ödeyin azından destek,0,0
D29714,keşke yemek sepetinden suşi sipariş edebileceğim konumda otursaydım   ,1,1
D29715,restoran lokanta online firmalarınca dakika 20 00 telefonla online sipariş üzerine paket servis hizmeti verilebilecektir,2,0
D29716,yasak olmalı şekilde oturarak yemek paket servis mümkün baya yasağı delmiş bunlar,0,0
D29717,eminim yemek sepeti boykot diyenler anda ellerindeliraf yemek sepetinden sipariş veriyordur,0,0
D29718,anlamassiniz gezici calisanlar calisanlarin sabit isyerinde calismadiklari icin yemekhanede önune yemek verilmiyor yemegi siparis etse nerde yiyecek bende firma temsilcisi olarak magaza ziyaretleri yaparim sirkete ayda 1 gider gitmeyiz insanlar mecbur kalmis belli,2,2
D29719,taksim kuyruğu,2,2
D29720,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29721,yemeksepetinden sipariş vermeye üşendiğim hatay kardeşimi arayıp erzuruma ver diyorum,1,2
D29722,sipariş verdiğim dakika 16 44 yemek sepeti asistanına siparişimin gelmediğini nerde olduğunu soruyorumdur 16 50,2,2
D29723,neden sitenizden veriyoruz iyi hizmet almak verdiğim siparişi restorantan afaki 30lira alirken sitenizden ayni restorantan 33lira almayı terci ermemizin sebebi olaki,0,0
D29724,sipariş numaramiz yemeksepeti düşen görevi getirmiyor iyi yemek yekem kalkan olarak kulaniyoruz iş yapiyorsunuz çalışanı degil hizmet ettiğiniz musteriyim google istedigim yemeği restoranti bulabilirim,0,0
D29725,kahve diyarindan ettim doyamiyorum diyari aşkıma,1,2
D29726,döner sipariş et canm geleyim yemek öncesi sakso vur,2,2
D29727,iki dürüm sipariş ediyorum evde yemek olmasına allahın belası eleman,2,0
D29728,durumda özel dönemde kazanan kimsenin dokunmadığı sistemleri olmuyor,2,2
D29729,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet ,2,2
D29730,yemek yapmakla uğraşmayayım ders çalışayım direkt evin dibindeki restauranttan ettim yemeğim gelmedi gücüm yok lanet olsun,0,0
D29731,demin ederken annem yanıma geldi seçmek bahane bulup kalktım bildirimleri kapatıp geri geldim çok gericiydi,2,2
D29732,yemek ısıtmaya çıkmaya üşendiğim ettim gelirkende ekmek alırmısınız rica ettim yaşasın dürümce yaşasın adana,1,0
D29733,onu yemek sepetinden hamburger siparis vermeden düsünücektin,2,2
D29734,adam amazon ps5 sipariş etmiş koliden konsol bulgur çıkmış sesini duyurmak yardım isteyince türkiye destek yemek tarifi yağmış tam hadise,2,2
D29735,istanbul geçici kaldığım tesiste yakışıklı balkonuma gelmiş sabah 4 açık olan kartal mithat bey çorbacısı sipari,2,2
D29736,yemeksepetinden sipariş verecekken ödeme ekranında lira seçmediğim sipariş gitmemiş oturdum yemek bekliyorum restoranlar puan verse kesin 1 alırdım,0,2
D29738,az ettiğim restoran telefon attı restoranın kalbimi kıracağını tahmin edemezdim,0,0
D29739,yemek sepeti değişik şeysin kayıtlı konumim olduğu halde verdiğimiz sipariş kayıtlı konuminizin bulunduğu konumye siparişi yoktur yemeksepeti yemeksepetiboykot,0,0
D29740,restoranlar paket servis alabiliyorsa sistemlerinde komisyonlar olabilecek düşük seviyeye çekilmeli konuda yemek açıklama geldi,0,0
D29741,16 yaşındaki çocuk anne babası işteyken karni acıksa etmeye kalksa 30lira veriyor haftalığının yarısından fazlalirayüzden boş konuşmayın anki neslin belli kısmı muhtemelen hayalini kuramıyor dediğin telefonun,2,0
D29742,esnaflara destek olalım bugün yemek yapmıyorum hergün olmasa haftada ufak olsa sipariş vericem covıd19 esnafadestek esnaf konumleesnafım destek,1,2
D29743,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29744,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29745,geçen eve evin dibindeki yerden yemek söyleyecektim moda sahile söylemişim sipariş yola çıktıktan lan olup fark ettim şey çok geçti getiren abi moda sahile gidip eve geri getirdi sonra,0,0
D29746,istanbul geçici kaldığım tesiste yakışıklı balkonuma gelmiş sabah 4 açık olan kartal mithat bey çorbacısı sipari,2,2
D29747,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29748,işyerinde yemek sepetinden köfte ekmek arası 60lira aldı geldi sipariş ekmek arası patates adetsinde köfte sinirden çatladılar,0,1
D29749,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29750,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29751,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29752,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29753,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29754,istanbul geçici kaldığım tesiste yakışıklı balkonuma gelmiş sabah 4 açık olan kartal mithat bey çorbacısı sipari…,2,2
D29755,istanbul geçici kaldığım tesiste yakışıklı balkonuma gelmiş sabah 4 açık olan kartal mithat bey çorbacısı sipari,2,2
D29756,uyumucam yemek siparis versem gelir,2,2
D29757,istanbul geçici kaldığım tesiste şu yakışıklı balkonuma gelmiş sabah 4 açık olan kartal mithat bey çorbacısı sipari,2,2
D29758,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29759,istanbul geçici kaldığım tesiste yakışıklı balkonuma gelmiş sabah 4 açık olan kartal mithat bey çorbacısı sipari,2,2
D29760,istanbul geçici kaldığım tesiste yakışıklı balkonuma gelmiş sabah 4 açık olan kartal mithat bey çorbacısı sipariş notuna küçük misafirim yazdım porsiyonu fazla gönderiekle kalmayıp minik ayrı kap yemek gönderiişler gecemiz güzelleşti tesekkürler,2,2
D29761,bugün 1 paket sigara içme bugün 1 etme bugün 1kere fazla düşün bugün 1 defa evet var,2,2
D29762,bu dakikae uyandım yemek sepetinde sipariş değerlendirmelerimi okuyorum ,2,2
D29763,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,1,2
D29764,istanbul yaşamanın güzel yanlarından istediğiniz herşeyi kapıya sipariş verebiliyorsunuz bakkal market manav balık çeşit yemek,1,2
D29765,bundan akustikadam konserleri paket servis mini arabamla geliyorum şarkı başı çalışıyorum sürümden kazanmayı düşü,2,2
D29766,var dakikate ettiysem aç insanım ben,2,2
D29767,1 5 dakika gelmeyen yemek siparişini iptal ettirdim parasını iade edicez deyip 10 gündür 4 kere aramama iade etmeyen firma sipariş vermem,0,0
D29768,şimdi geçmişine baktım pandemi başladığından beri 7 kez sipariş vermişim pandemi yemek skillerimi geliştirmiş ,1,0
D29769,yemekhanede sabah altıdan akşam dakika yediye çalışmak zorundaydın bulaşıkcıya yardım ediyordun dakika dinlenme iznin vardı odanda yemek yiyemiyordun sipariş yasaktı gizlice sipariş edip çarşaf sallandırıp alıyorduk yemekleri,2,2
D29770,amk dominos manita gbsin istediğine gidion istemediğine gitmion sipariş ücretine göre takılmak yemek sepeti seninde mk sike yarion anlamadim,0,0
D29771,ya uyucam birazdan yemek sepetinde yok sipariş edicem,1,2
D29772,kardeşim zaman etse benden gizliyor neymiş efendim yemeğine çöküyormuşum şimdi afiyetle çiğ köftesinden tırtıkladım afiyet olsun can boğazdan gelir,1,2
D29774,aile evinde edilmez şimdi gerek buzdolabı dolu karışırlar hemen,0,2
D29775,abi buradaki şampiyon çorbacısı battı cafer restorant yemeğin yanına aperatif olarak ufak mezeler salata turşu koyar adamlar cafer sipariş verince dükkândaki acıyı masaya getiriyorlar yemek acının aperatif olarak geliyor,0,1
D29776,arkadaşın evinde idi gariban parasıdır partide etmedim,0,2
D29777,online edebiliyorum online market alışverişi yapamıyorum yapacağınız işi sikeyim,0,0
D29778,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,1,2
D29779,anda banabi getir korona yasakları kapsamında çalışmıyor restorandan paket verebiliyorum,1,0
D29780,ozturkk gerçekler ortayaçıktı atılan şifreli konuşma iftirası hukuken çürütüldü güya cinsel saldırı tele,2,2
D29781,dönemde güzel duygusal telefonlar aldim insan zor gününde ögreniyormus vallahi siparis vermeler kapiya yemek birakayim demeler izninizle aglayacagim biraz,1,2
D29782,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,1,2
D29783,yemek sepetinden sipariş verebilirsin yer kapalı yürümek gezebilirsin ,2,0
D29785,yemek sepetinden sipariş verdim 1 dakika gelmedi callcentera giriyorum uygulama yardımcı olmadan atıyor sorun yaşanınca hizmet kaliteniz düşüyor yemeksepeti,0,0
D29786,evde yalnızken dünyanın yemeğini sipariş edip yiyesim geliyor eğlence anlayısım yemek yemek gercek oburlar bilir,1,2
D29787,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,1,2
D29788,3 dakikatir açım werecem sabahtan beridir yağan yağmurdan isteyemedim türlü adamlar ıslanacak motokuryelarda arkamdan küfredecekler biliyorum dayanamadım allah affet kötü söz sahibinindir,0,0
D29789,eve yemek söyleyebiliyoruz getir banabi sipariş veremiyoruz yasakları yapanların aklı çok karışık,0,2
D29790,az once yemek sepetinden siparis verdim online ödedim restorantin kapali olma ihtimali yoktur supheliyim an,1,0
D29791,yok gel al yokmuş 20 paket servis yarındır gel al yasağı kısmı restoran lokanta online firmalarınca dakika 20 00 telefonla online sipariş üzerine paket servis hizmeti verilebilecektir,2,0
D29792,iyi ettik,1,2
D29793,nolur yemek yeme yaren kişisi nolur pizza sipariş etmeyi bırak,0,2
D29794,kardeşim 10 senedir yemek sepetinden sipariş veriyorum küfürsüz hakaretsiz yerin dibine sokacak yorumlar attığım mekanlar oldu kere aranmadim noname olarak yorum yapıyorsun biliyor mekan yorum attığını,0,0
D29795,yemek sepeti sipariş alıyor sipariş almıyor suan çok mutsuzum,0,0
D29797,bugün güzel yapın 1 paket sigara almayın dışarıdan etmeyin evde tostla idare,1,2
D29798,içlerini doldurmadan öncesinde çiçeklerin taç yapraklarını içindeki sarı kısımlarını ayırmayı unutmayın yaptığımda ayırmamıştım acı olmuştu sipariş edip yemek olmuyormuş,2,2
D29799,yemek sipariş ettik bekliyoruz,2,2
D29800,yemeksepeti yapması yok peki restoranların sayfalarında durur verdiğimiz insanları mekanı tanımış oluruz ,2,0
